#dict_line	n_speakers	speaker_tags	names	gender
39642	1	special999	瑞笙	M?
39643	1	player	赵活	M?
39644	1	special800	宋悲	M?
39645	1	special407	上官隼	M?
39646	1	special800	宋悲	M?
39647	17	daoshi311|girl4|girl5|horse_man_1|people1|player|player_section|sister1|soldier1|special811|trainee101|trainee103|trainee111|trainee112|trainee491|trainee493|trainee495	青城长老|龙湘|虞小梅|马面|众人|赵活|赵活|唐默铃|官兵|唐衫|南宫家丁|南宫家丁|沧帮弟子|沧帮弟子|锦香弟子|锦香弟子|锦香弟子	MIX
39648	1	special407	上官隼	M?
39650	1	special407	上官隼	M?
39651	1	special407	上官隼	M?
39652	1	special407	上官隼	M?
39653	1	special407	上官隼	M?
39654	1	special101	南宫远	M?
39655	1	special407	上官隼	M?
39656	1	special407	上官隼	M?
39657	1	ranger1	路人侠	M?
39658	1	special407	上官隼	M?
39659	1	special407	上官隼	M?
39660	1	special407	上官隼	M?
39661	1	special407	上官隼	M?
39662	1	trainee1	唐门弟子	M?
39663	1	player	赵活	M?
39664	1	player	赵活	M?
39665	1	player	赵活	M?
39666	1	ranger1	路人侠	M?
39667	1	player	赵活	M?
39668	1	special800	宋悲	M?
39669	1	special800	宋悲	M?
39670	28	beggar1|brother3|brother4|female1|girl9|player|player_section|ranger1|ranger4|special101|special102|special201|special206|special207|special3|special405|special408|special800|trainee011|trainee1|trainee103|trainee3|trainee301|trainee311|trainee312|trainee343|trainee493|trainee8	乞丐|唐升|唐惟元|女子|上官萤|赵活|赵活|路人侠|公子侠|南宫远|南宫深|邹博|福韫|金乌上人|叶云舟|申屠龙|向无忧|宋悲|唐门弟子|唐门弟子|南宫家丁|唐门弟子|点苍弟子|青城弟子|青城弟子|全真弟子|锦香弟子|唐门弟子	MIX
39671	1	special101	南宫远	M?
39672	1	hero1	少侠	M?
39673	1	ranger1	路人侠	M?
39674	1	special407	上官隼	M?
39675	1	special800	宋悲	M?
39677	1	hero1	少侠	M?
39678	1	artist1	武师	M?
39679	1	ranger4	公子侠	M?
39680	1	hero1	少侠	M?
39681	1	ranger1	路人侠	M?
39682	1	ranger2	路人侠	M?
39683	1	player	赵活	M?
39684	1	trainee1	唐门弟子	M?
39685	1	trainee2	唐门弟子	M?
39686	1	player	赵活	M?
39687	1	player	赵活	M?
39688	1	player	赵活	M?
39689	1	player	赵活	M?
39690	1	player	赵活	M?
39691	1	player	赵活	M?
39692	1	player	赵活	M?
39693	1	player	赵活	M?
39694	1	trainee1	唐门弟子	M?
39695	1	player	赵活	M?
39696	1	trainee1	唐门弟子	M?
39697	1	player	赵活	M?
39698	1	hero1	少侠	M?
39699	1	trainee341	全真弟子	M?
39700	1	trainee301	点苍弟子	M?
39701	1	ranger4	公子侠	M?
39702	1	trainee301	点苍弟子	M?
39703	1	artist1	武师	M?
39704	1	trainee341	全真弟子	M?
39705	1	artist1	武师	M?
39706	1	special407	上官隼	M?
39707	1	special407	上官隼	M?
39708	1	special205	尹志平	M?
39709	1	special407	上官隼	M?
39711	1	special205	尹志平	M?
39712	1	ranger1	路人侠	M?
39713	1	special205	尹志平	M?
39714	1	trainee311	青城弟子	M?
39715	1	trainee201	飞天弟子	M?
39716	1	special205	尹志平	M?
39717	1	special205	尹志平	M?
39718	1	special407	上官隼	M?
39719	1	special205	尹志平	M?
39720	1	special407	上官隼	M?
39721	1	special205	尹志平	M?
39722	1	special407	上官隼	M?
39723	1	special205	尹志平	M?
39724	1	special407	上官隼	M?
39725	1	special205	尹志平	M?
39726	1	special205	尹志平	M?
39727	1	special205	尹志平	M?
39728	1	special205	尹志平	M?
39729	1	ranger1	路人侠	M?
39730	1	special205	尹志平	M?
39731	1	special205	尹志平	M?
39732	1	special800	宋悲	M?
39733	1	special205	尹志平	M?
39734	1	special205	尹志平	M?
39735	1	special410	方丈	M?
39736	1	special800	宋悲	M?
39737	1	trainee321	峨嵋弟子	M?
39738	1	special407	上官隼	M?
39739	1	special410	方丈	M?
39740	2	player|special205	赵活|尹志平	M?
39741	1	special410	方丈	M?
39743	1	special410	方丈	M?
39744	1	special205	尹志平	M?
39746	1	player	赵活	M?
39748	1	player	赵活	M?
39749	1	trainee1	唐门弟子	M?
39750	1	player	赵活	M?
39751	1	trainee1	唐门弟子	M?
39752	1	player	赵活	M?
39753	1	trainee1	唐门弟子	M?
39754	1	player	赵活	M?
39755	1	player	赵活	M?
39756	1	player	赵活	M?
39757	1	player	赵活	M?
39758	1	trainee1	唐门弟子	M?
39759	1	player	赵活	M?
39760	1	trainee1	唐门弟子	M?
39761	1	player	赵活	M?
39762	1	player	赵活	M?
39763	1	player	赵活	M?
39764	1	player	赵活	M?
39765	1	trainee1	唐门弟子	M?
39766	1	player	赵活	M?
39767	1	trainee1	唐门弟子	M?
39768	1	trainee1	唐门弟子	M?
39769	1	player	赵活	M?
39770	1	player	赵活	M?
39771	1	player	赵活	M?
39772	5	girl2|girl5|player|special208|trainee1	叶云裳|虞小梅|赵活|晁和|唐门弟子	MIX
39773	1	player	赵活	M?
39774	1	trainee1	唐门弟子	M?
39775	1	player	赵活	M?
39776	2	player|trainee1	赵活|唐门弟子	M?
39777	1	trainee1	唐门弟子	M?
39778	1	player	赵活	M?
39779	1	trainee1	唐门弟子	M?
39780	1	player	赵活	M?
39781	1	player	赵活	M?
39782	1	trainee1	唐门弟子	M?
39783	1	player	赵活	M?
39784	1	trainee1	唐门弟子	M?
39785	1	player	赵活	M?
39786	1	player	赵活	M?
39787	1	trainee1	唐门弟子	M?
39788	1	trainee1	唐门弟子	M?
39789	1	player	赵活	M?
39790	1	special404	丹霞子	M?
39791	1	girl8	魏菊	F
39792	1	special404	丹霞子	M?
39793	1	special404	丹霞子	M?
39794	1	special404	丹霞子	M?
39796	5	brother3|girl4|player|sister1|special404	唐升|龙湘|赵活|唐默铃|丹霞子	MIX
39798	5	girl2|player|special102|special103|special404	叶云裳|赵活|南宫深|南宫浅|丹霞子	MIX
39799	1	player	赵活	M?
39800	1	player	赵活	M?
39801	1	player	赵活	M?
39802	1	player	赵活	M?
39803	1	trainee1	唐门弟子	M?
39805	1	player	赵活	M?
39806	1	player	赵活	M?
39808	1	player	赵活	M?
39809	1	hero1	少侠	M?
39810	1	ranger2	路人侠	M?
39811	1	ranger4	公子侠	M?
39812	1	ranger4	公子侠	M?
39814	1	special407	上官隼	M?
39815	1	special407	上官隼	M?
39816	1	special800	宋悲	M?
39819	1	special407	上官隼	M?
39820	1	special101	南宫远	M?
39821	1	special407	上官隼	M?
39822	1	special101	南宫远	M?
39823	1	special101	南宫远	M?
39824	1	special101	南宫远	M?
39825	1	special102	南宫深	M?
39826	1	ranger1	路人侠	M?
39827	1	special103	南宫浅	M?
39828	1	special407	上官隼	M?
39829	1	special800	宋悲	M?
39830	1	special407	上官隼	M?
39831	1	special407	上官隼	M?
39833	1	special407	上官隼	M?
39834	1	special407	上官隼	M?
39835	1	special407	上官隼	M?
39836	1	special800	宋悲	M?
39837	1	special407	上官隼	M?
39838	1	special800	宋悲	M?
39839	1	special407	上官隼	M?
39840	1	special407	上官隼	M?
39841	1	player	赵活	M?
39842	1	trainee1	唐门弟子	M?
39843	1	trainee1	唐门弟子	M?
39844	1	player	赵活	M?
39845	11	artist1|brother1|brother3|brother4|ghost1|girl2|girl4|girl9|player|trainee1|trainee234	武师|唐布衣|唐升|唐惟元|鬼卒|叶云裳|龙湘|上官萤|赵活|唐门弟子|玄功弟子	MIX
39846	1	player	赵活	M?
39847	14	brother3|brother4|daoshi313|girl2|girl4|girl9|player|special208|special809|special832|trainee1|trainee202|trainee221|women3	唐升|唐惟元|青城长老|叶云裳|龙湘|上官萤|赵活|晁和|李富贵|唐芳|唐门弟子|飞天弟子|夺魄弟子|妇人	MIX
39848	1	player	赵活	M?
39849	1	player	赵活	M?
39850	1	player	赵活	M?
39851	1	player	赵活	M?
39852	1	trainee1	唐门弟子	M?
39854	1	player	赵活	M?
39855	1	trainee1	唐门弟子	M?
39856	1	player	赵活	M?
39858	1	player	赵活	M?
39859	1	trainee1	唐门弟子	M?
39861	1	player	赵活	M?
39862	4	brother1|girl2|player|special813	唐布衣|叶云裳|赵活|画中仙	MIX
39863	1	trainee1	唐门弟子	M?
39865	1	player	赵活	M?
39868	1	player	赵活	M?
39869	1	trainee1	唐门弟子	M?
39870	1	player	赵活	M?
39871	1	player	赵活	M?
39872	1	player	赵活	M?
39873	1	player	赵活	M?
39874	1	trainee1	唐门弟子	M?
39876	1	player	赵活	M?
39877	1	player	赵活	M?
39878	1	trainee1	唐门弟子	M?
39879	1	ranger1	路人侠	M?
39880	1	hero1	少侠	M?
39881	1	special407	上官隼	M?
39882	1	hero1	少侠	M?
39883	1	special407	上官隼	M?
39884	1	hero1	少侠	M?
39885	1	player	赵活	M?
39886	1	player	赵活	M?
39887	1	special407	上官隼	M?
39888	31	brother1|brother2|brother3|brother4|girl2|girl4|girl5|girl6|girl7|girl9|master|player|sister1|special102|special2|special3|special402|special800|special802|special807|special808|special813|special829|special832|trainee1|trainee122|trainee2|trainee312|trainee8|waiter1|women1	唐布衣|唐铮|唐升|唐惟元|叶云裳|龙湘|虞小梅|夏侯兰|郁竹|上官萤|唐中翎|赵活|唐默铃|南宫深|龙渊|叶云舟|温夫人|宋悲|辛儒|吕翁|解无尘|画中仙|南溪|唐芳|唐门弟子|泥教弟子|唐门弟子|青城弟子|唐门弟子|店小二|妇人	MIX
39890	1	girl9	上官萤	F
39891	1	girl9	上官萤	F
39892	1	special407	上官隼	M?
39893	1	girl9	上官萤	F
39894	1	special407	上官隼	M?
39895	48	brother2|brother3|brother4|daoshi311|girl1|girl2|girl4|girl5|girl5_3|girl7_2|girl8|girl9|people1|player|showgirl1|sister1|special102|special103|special3|special809|special811|special832|special834|trainee020|trainee023|trainee1|trainee101|trainee102|trainee103|trainee104|trainee111|trainee2|trainee201|trainee204|trainee211|trainee234|trainee311|trainee312|trainee313|trainee315|trainee317|trainee4|trainee491|trainee492|trainee493|trainee8|waiter1|women3	唐铮|唐升|唐惟元|青城长老|瑞杏|叶云裳|龙湘|虞小梅|女飞贼|郁竹|魏菊|上官萤|众人|赵活|女乐|唐默铃|南宫深|南宫浅|叶云舟|李富贵|唐衫|唐芳|段智秀|唐门弟子|唐门弟子|唐门弟子|南宫家丁|南宫家丁|南宫家丁|南宫家丁|沧帮弟子|唐门弟子|飞天弟子|飞天弟子|铁拳弟子|玄功弟子|青城弟子|青城弟子|青城弟子|青城弟子|青城弟子|唐门弟子|锦香弟子|锦香弟子|锦香弟子|唐门弟子|店小二|妇人	MIX
39896	1	girl9	上官萤	F
39898	1	player	赵活	M?
39899	1	special407	上官隼	M?
39900	9	girl4|girl9|player|special103|special3|special832|special834|trainee201|trainee313	龙湘|上官萤|赵活|南宫浅|叶云舟|唐芳|段智秀|飞天弟子|青城弟子	MIX
39901	1	special407	上官隼	M?
39902	13	brother3|brother4|girl4|player|special101|special102|special102_1|special206|special3|special832|special999|trainee121|waiter1	唐升|唐惟元|龙湘|赵活|南宫远|南宫深|南宫深|福韫|叶云舟|唐芳|瑞笙|泥教弟子|店小二	MIX
39903	1	special407	上官隼	M?
39904	1	player	赵活	M?
39905	1	special407	上官隼	M?
39906	1	player	赵活	M?
39907	1	special407	上官隼	M?
39908	1	player	赵活	M?
39909	1	player	赵活	M?
39910	1	player	赵活	M?
39911	3	player|special405|special407	赵活|申屠龙|上官隼	M?
39912	1	player	赵活	M?
39913	12	brother1|girl2|girl6|mask2|people1|player|special1|special102|special3|special407|special999|trainees	唐布衣|叶云裳|夏侯兰|蒙面人|众人|赵活|刘颚|南宫深|叶云舟|上官隼|瑞笙|唐门众弟子	MIX
39914	1	special407	上官隼	M?
39918	1	player	赵活	M?
39919	1	special407	上官隼	M?
39920	1	player	赵活	M?
39921	1	player	赵活	M?
39922	1	special407	上官隼	M?
39923	1	special407	上官隼	M?
39924	1	player	赵活	M?
39925	1	player	赵活	M?
39926	1	special407	上官隼	M?
39927	1	player	赵活	M?
39928	1	special407	上官隼	M?
39929	1	special407	上官隼	M?
39930	1	special407	上官隼	M?
39931	1	player	赵活	M?
39932	1	special407	上官隼	M?
39933	1	player	赵活	M?
39934	1	special407	上官隼	M?
39935	1	player	赵活	M?
39936	1	special407	上官隼	M?
39937	1	player	赵活	M?
39938	1	special407	上官隼	M?
39939	1	player	赵活	M?
39940	1	special407	上官隼	M?
39941	1	player	赵活	M?
39942	1	player	赵活	M?
39943	1	special407	上官隼	M?
39944	1	player	赵活	M?
39945	1	player	赵活	M?
39946	1	special407	上官隼	M?
39947	1	special407	上官隼	M?
39948	5	player|special3|special407|special834|trainee305	赵活|叶云舟|上官隼|段智秀|点苍弟子	M?
39949	1	special800	宋悲	M?
39950	1	special407	上官隼	M?
39951	1	girl9	上官萤	F
39952	4	brother2|elder101|player|special407	唐铮|南宫老人|赵活|上官隼	M?
39953	1	girl9	上官萤	F
39954	1	special800	宋悲	M?
39955	1	special407	上官隼	M?
39956	1	special407	上官隼	M?
39957	1	player	赵活	M?
39958	1	special407	上官隼	M?
39959	1	girl9	上官萤	F
39960	1	special407	上官隼	M?
39961	1	special800	宋悲	M?
39962	1	special800	宋悲	M?
39964	1	special800	宋悲	M?
39965	1	special407	上官隼	M?
39966	1	special800	宋悲	M?
39967	1	special407	上官隼	M?
39968	1	hero1	少侠	M?
39969	1	special407	上官隼	M?
39970	1	special407	上官隼	M?
39971	1	hero1	少侠	M?
39972	1	ranger1	路人侠	M?
39973	3	girl6|master|player	夏侯兰|唐中翎|赵活	MIX
39974	1	girl9	上官萤	F
39975	1	player	赵活	M?
39976	1	girl9	上官萤	F
39977	1	girl9	上官萤	F
39978	1	girl9	上官萤	F
39980	1	girl9	上官萤	F
39981	1	special407	上官隼	M?
39982	1	special407	上官隼	M?
39983	1	player	赵活	M?
39984	1	special407	上官隼	M?
39985	1	special800	宋悲	M?
39986	1	special800	宋悲	M?
39987	1	player	赵活	M?
39988	1	player	赵活	M?
39989	1	player	赵活	M?
39990	10	brother1|brother2|girl2|player_old|sister1|special102|special407|special7|special826|trainee323	唐布衣|唐铮|叶云裳|赵活|唐默铃|南宫深|上官隼|石公远|释明|峨嵋弟子	MIX
39991	1	special800	宋悲	M?
39992	1	special407	上官隼	M?
39995	1	special404	丹霞子	M?
39996	1	girl8	魏菊	F
39997	1	special404	丹霞子	M?
39998	1	girl8	魏菊	F
39999	1	girl8	魏菊	F
40000	1	girl8	魏菊	F
40002	1	showgirl1	女乐	F
40003	1	special407	上官隼	M?
40004	48	brother2|brother3|brother4|daoshi311|girl1|girl2|girl4|girl5|girl5_3|girl7_2|girl8|girl9|people1|player|showgirl1|sister1|special102|special103|special3|special809|special811|special832|special834|trainee020|trainee023|trainee1|trainee101|trainee102|trainee103|trainee104|trainee111|trainee2|trainee201|trainee204|trainee211|trainee234|trainee311|trainee312|trainee313|trainee315|trainee317|trainee4|trainee491|trainee492|trainee493|trainee8|waiter1|women3	唐铮|唐升|唐惟元|青城长老|瑞杏|叶云裳|龙湘|虞小梅|女飞贼|郁竹|魏菊|上官萤|众人|赵活|女乐|唐默铃|南宫深|南宫浅|叶云舟|李富贵|唐衫|唐芳|段智秀|唐门弟子|唐门弟子|唐门弟子|南宫家丁|南宫家丁|南宫家丁|南宫家丁|沧帮弟子|唐门弟子|飞天弟子|飞天弟子|铁拳弟子|玄功弟子|青城弟子|青城弟子|青城弟子|青城弟子|青城弟子|唐门弟子|锦香弟子|锦香弟子|锦香弟子|唐门弟子|店小二|妇人	MIX
40005	1	special800	宋悲	M?
40006	4	brother2|special102|special402|special407	唐铮|南宫深|温夫人|上官隼	M?
40007	1	special407	上官隼	M?
40008	1	hero1	少侠	M?
40009	1	ranger1	路人侠	M?
40010	1	hero1	少侠	M?
40011	1	ranger1	路人侠	M?
40012	1	girl8	魏菊	F
40013	1	trainee_girl2	唐门女弟子	F
40014	1	trainee_girl2	唐门女弟子	F
40015	1	player	赵活	M?
40016	1	trainee_girl2	唐门女弟子	F
40017	1	girl8	魏菊	F
40018	1	trainee_girl2	唐门女弟子	F
40019	1	player	赵活	M?
40020	1	trainee_girl2	唐门女弟子	F
40021	1	trainee_girl2	唐门女弟子	F
40022	1	player	赵活	M?
40023	1	girl8	魏菊	F
40025	1	trainee_girl2	唐门女弟子	F
40026	2	player|special404	赵活|丹霞子	M?
40027	1	girl8	魏菊	F
40028	1	player	赵活	M?
40029	1	girl8	魏菊	F
40030	28	beggar1|brother3|brother4|female1|girl9|player|player_section|ranger1|ranger4|special101|special102|special201|special206|special207|special3|special405|special408|special800|trainee011|trainee1|trainee103|trainee3|trainee301|trainee311|trainee312|trainee343|trainee493|trainee8	乞丐|唐升|唐惟元|女子|上官萤|赵活|赵活|路人侠|公子侠|南宫远|南宫深|邹博|福韫|金乌上人|叶云舟|申屠龙|向无忧|宋悲|唐门弟子|唐门弟子|南宫家丁|唐门弟子|点苍弟子|青城弟子|青城弟子|全真弟子|锦香弟子|唐门弟子	MIX
40031	1	girl9	上官萤	F
40032	2	girl8|player	魏菊|赵活	MIX
40033	3	girl9|player|special809	上官萤|赵活|李富贵	MIX
40034	1	girl9	上官萤	F
40035	1	girl9	上官萤	F
40036	1	girl8	魏菊	F
40037	1	girl9	上官萤	F
40038	2	trainee1|trainee2	唐门弟子|唐门弟子	M?
40039	1	sister1	唐默铃	F
40040	1	trainee1	唐门弟子	M?
40041	1	sister1	唐默铃	F
40042	1	trainee1	唐门弟子	M?
40043	1	girl2	叶云裳	F
40044	1	girl2	叶云裳	F
40045	1	girl7	郁竹	F
40046	1	trainee_girl2	唐门女弟子	F
40047	1	girl5	虞小梅	F
40048	1	trainee1	唐门弟子	M?
40049	1	girl5	虞小梅	F
40050	1	trainee_girl2	唐门女弟子	F
40051	1	trainee_girl2	唐门女弟子	F
40052	1	trainee_girl2	唐门女弟子	F
40053	1	girl9	上官萤	F
40054	1	girl9	上官萤	F
40055	1	player	赵活	M?
40056	1	girl9	上官萤	F
40057	1	girl9	上官萤	F
40058	1	player	赵活	M?
40059	1	player	赵活	M?
40060	1	girl9	上官萤	F
40061	1	player	赵活	M?
40062	1	girl9	上官萤	F
40063	1	girl9	上官萤	F
40064	1	trainee111	沧帮弟子	M?
40065	1	trainee112	沧帮弟子	M?
40066	1	girl9	上官萤	F
40067	1	player	赵活	M?
40068	1	girl9	上官萤	F
40069	1	player	赵活	M?
40070	1	girl9	上官萤	F
40071	1	player	赵活	M?
40072	1	girl9	上官萤	F
40073	1	player	赵活	M?
40074	1	girl9	上官萤	F
40076	1	player	赵活	M?
40077	1	girl8	魏菊	F
40078	1	girl9	上官萤	F
40079	1	girl9	上官萤	F
40080	1	girl8	魏菊	F
40081	1	girl8	魏菊	F
40082	1	girl8	魏菊	F
40083	2	brother3|player	唐升|赵活	M?
40084	1	girl9	上官萤	F
40086	1	girl8	魏菊	F
40087	1	player	赵活	M?
40088	1	girl9	上官萤	F
40089	1	girl9	上官萤	F
40090	1	girl9	上官萤	F
40091	1	girl9	上官萤	F
40092	1	girl9	上官萤	F
40093	1	player	赵活	M?
40094	1	girl9	上官萤	F
40095	13	girl4|girl9|player|player_imagine|ranger4|special207|special405|special800|special802|special820|special826|trainee1|trainee342	龙湘|上官萤|赵活|赵活|公子侠|金乌上人|申屠龙|宋悲|辛儒|第三香|释明|唐门弟子|全真弟子	MIX
40096	1	girl9	上官萤	F
40097	1	girl9	上官萤	F
40098	1	player	赵活	M?
40099	1	player	赵活	M?
40100	1	girl9	上官萤	F
40101	1	player	赵活	M?
40102	1	girl9	上官萤	F
40103	1	girl9	上官萤	F
40104	1	girl9	上官萤	F
40105	1	player	赵活	M?
40106	1	girl9	上官萤	F
40108	1	player	赵活	M?
40109	1	girl9	上官萤	F
40110	1	player	赵活	M?
40111	1	player	赵活	M?
40112	1	girl9	上官萤	F
40113	1	girl9	上官萤	F
40114	1	girl9	上官萤	F
40115	1	ranger1	路人侠	M?
40116	1	hero1	少侠	M?
40117	1	blacksmith1	铁匠	M?
40118	1	hero1	少侠	M?
40119	1	blacksmith1	铁匠	M?
40120	1	blacksmith3	铁匠	M?
40121	1	hero1	少侠	M?
40122	1	blacksmith3	铁匠	M?
40123	1	blacksmith3	铁匠	M?
40124	1	ranger1	路人侠	M?
40125	1	hero1	少侠	M?
40126	1	blacksmith3	铁匠	M?
40127	1	blacksmith3	铁匠	M?
40128	1	hero1	少侠	M?
40129	1	blacksmith3	铁匠	M?
40130	1	blacksmith3	铁匠	M?
40131	1	hero1	少侠	M?
40132	1	special800	宋悲	M?
40133	1	special407	上官隼	M?
40137	1	special101	南宫远	M?
40138	1	special102	南宫深	M?
40139	1	special101	南宫远	M?
40140	1	special101	南宫远	M?
40141	1	elder101	南宫老人	M?
40142	1	special101	南宫远	M?
40143	1	special103	南宫浅	M?
40144	1	special103	南宫浅	M?
40145	1	special101	南宫远	M?
40146	1	special103	南宫浅	M?
40147	1	special101	南宫远	M?
40148	1	special103	南宫浅	M?
40149	1	special101	南宫远	M?
40150	1	special103	南宫浅	M?
40151	1	special101	南宫远	M?
40152	1	elder101	南宫老人	M?
40153	1	special103	南宫浅	M?
40154	1	elder101	南宫老人	M?
40155	1	special103	南宫浅	M?
40156	1	special101	南宫远	M?
40158	1	special402	温夫人	M?
40159	1	girl4	龙湘	F
40160	1	special402	温夫人	M?
40161	9	girl4|girl9|player|special103|special3|special832|special834|trainee201|trainee313	龙湘|上官萤|赵活|南宫浅|叶云舟|唐芳|段智秀|飞天弟子|青城弟子	MIX
40162	1	trainee493	锦香弟子	M?
40163	1	special402	温夫人	M?
40164	1	girl4	龙湘	F
40165	1	special402	温夫人	M?
40166	1	special402	温夫人	M?
40167	1	girl4	龙湘	F
40168	1	trainee493	锦香弟子	M?
40169	1	special402	温夫人	M?
40170	48	brother2|brother3|brother4|daoshi311|girl1|girl2|girl4|girl5|girl5_3|girl7_2|girl8|girl9|people1|player|showgirl1|sister1|special102|special103|special3|special809|special811|special832|special834|trainee020|trainee023|trainee1|trainee101|trainee102|trainee103|trainee104|trainee111|trainee2|trainee201|trainee204|trainee211|trainee234|trainee311|trainee312|trainee313|trainee315|trainee317|trainee4|trainee491|trainee492|trainee493|trainee8|waiter1|women3	唐铮|唐升|唐惟元|青城长老|瑞杏|叶云裳|龙湘|虞小梅|女飞贼|郁竹|魏菊|上官萤|众人|赵活|女乐|唐默铃|南宫深|南宫浅|叶云舟|李富贵|唐衫|唐芳|段智秀|唐门弟子|唐门弟子|唐门弟子|南宫家丁|南宫家丁|南宫家丁|南宫家丁|沧帮弟子|唐门弟子|飞天弟子|飞天弟子|铁拳弟子|玄功弟子|青城弟子|青城弟子|青城弟子|青城弟子|青城弟子|唐门弟子|锦香弟子|锦香弟子|锦香弟子|唐门弟子|店小二|妇人	MIX
40171	1	girl4	龙湘	F
40172	1	special402	温夫人	M?
40173	1	special813	画中仙	F
40174	1	special402	温夫人	M?
40175	1	special813	画中仙	F
40176	1	special813	画中仙	F
40177	1	special813	画中仙	F
40178	1	special402	温夫人	M?
40179	1	special813	画中仙	F
40180	1	special402	温夫人	M?
40181	1	special813	画中仙	F
40182	1	special402	温夫人	M?
40183	1	special402	温夫人	M?
40184	1	special813	画中仙	F
40185	1	special402	温夫人	M?
40186	1	special813	画中仙	F
40187	1	special402	温夫人	M?
40188	1	special813	画中仙	F
40189	1	special813	画中仙	F
40190	1	special813	画中仙	F
40191	1	special7	石公远	M?
40192	1	hero2	少侠	M?
40193	10	brother1|brother2|girl2|player_old|sister1|special102|special407|special7|special826|trainee323	唐布衣|唐铮|叶云裳|赵活|唐默铃|南宫深|上官隼|石公远|释明|峨嵋弟子	MIX
40194	1	hero2	少侠	M?
40196	1	hero2	少侠	M?
40197	1	special203	听海生	M?
40198	1	hero2	少侠	M?
40199	1	special203	听海生	M?
40200	1	special203	听海生	M?
40201	1	hero2	少侠	M?
40202	1	hero2	少侠	M?
40203	1	special203	听海生	M?
40204	1	special203	听海生	M?
40205	1	special203	听海生	M?
40206	1	special203	听海生	M?
40207	1	artist1	武师	M?
40208	1	ranger4	公子侠	M?
40209	1	ranger2	路人侠	M?
40210	1	artist1	武师	M?
40211	1	ranger2	路人侠	M?
40212	1	ranger4	公子侠	M?
40213	1	ranger2	路人侠	M?
40214	1	artist1	武师	M?
40215	28	beggar1|brother3|brother4|female1|girl9|player|player_section|ranger1|ranger4|special101|special102|special201|special206|special207|special3|special405|special408|special800|trainee011|trainee1|trainee103|trainee3|trainee301|trainee311|trainee312|trainee343|trainee493|trainee8	乞丐|唐升|唐惟元|女子|上官萤|赵活|赵活|路人侠|公子侠|南宫远|南宫深|邹博|福韫|金乌上人|叶云舟|申屠龙|向无忧|宋悲|唐门弟子|唐门弟子|南宫家丁|唐门弟子|点苍弟子|青城弟子|青城弟子|全真弟子|锦香弟子|唐门弟子	MIX
40216	1	special203	听海生	M?
40217	1	special203	听海生	M?
40218	1	special3	叶云舟	M?
40219	4	brother2|girl2|player|sister1	唐铮|叶云裳|赵活|唐默铃	MIX
40220	1	girl2	叶云裳	F
40221	1	special3	叶云舟	M?
40222	1	player	赵活	M?
40223	1	special3	叶云舟	M?
40224	1	player	赵活	M?
40226	1	girl2	叶云裳	F
40227	1	girl2	叶云裳	F
40228	1	player	赵活	M?
40229	1	player	赵活	M?
40230	1	special3	叶云舟	M?
40231	1	special3	叶云舟	M?
40232	1	trainee1	唐门弟子	M?
40233	1	trainee_girl1	唐门女弟子	F
40235	1	player	赵活	M?
40236	1	special3	叶云舟	M?
40237	1	player	赵活	M?
40238	1	girl2	叶云裳	F
40239	6	player|ranger1|sister1|special3|special999|trainee3	赵活|路人侠|唐默铃|叶云舟|瑞笙|唐门弟子	MIX
40241	1	special3	叶云舟	M?
40243	1	player	赵活	M?
40244	1	girl2	叶云裳	F
40245	1	special3	叶云舟	M?
40246	1	player	赵活	M?
40248	1	girl2	叶云裳	F
40249	1	special203	听海生	M?
40250	1	special203	听海生	M?
40251	1	special203	听海生	M?
40253	1	special408	向无忧	M?
40254	1	special203	听海生	M?
40255	1	special203	听海生	M?
40256	1	special203	听海生	M?
40257	1	special408	向无忧	M?
40258	1	special203	听海生	M?
40259	1	special408	向无忧	M?
40260	1	special203	听海生	M?
40261	1	player	赵活	M?
40262	1	trainee1	唐门弟子	M?
40263	1	player	赵活	M?
40264	1	player	赵活	M?
40266	1	player	赵活	M?
40267	1	special203	听海生	M?
40268	1	special203	听海生	M?
40269	1	special408	向无忧	M?
40270	1	special203	听海生	M?
40272	2	player|special3	赵活|叶云舟	M?
40273	2	special203|special999	听海生|瑞笙	M?
40274	1	special3	叶云舟	M?
40275	1	special203	听海生	M?
40276	1	special3	叶云舟	M?
40277	1	special203	听海生	M?
40278	1	special203	听海生	M?
40279	1	special3	叶云舟	M?
40280	1	special203	听海生	M?
40281	1	special203	听海生	M?
40282	1	special203	听海生	M?
40283	1	special203	听海生	M?
40285	1	special202	观云客	M?
40286	1	special3	叶云舟	M?
40287	3	master|special203|special3	唐中翎|听海生|叶云舟	M?
40288	1	special3	叶云舟	M?
40289	1	special203	听海生	M?
40292	1	special3	叶云舟	M?
40293	1	special203	听海生	M?
40294	1	special203	听海生	M?
40295	1	special203	听海生	M?
40296	1	special3	叶云舟	M?
40297	1	special203	听海生	M?
40298	1	special3	叶云舟	M?
40299	1	special203	听海生	M?
40300	1	special202	观云客	M?
40301	1	special203	听海生	M?
40302	1	special202	观云客	M?
40304	1	special203	听海生	M?
40305	1	special3	叶云舟	M?
40306	1	special203	听海生	M?
40307	1	ranger2	路人侠	M?
40308	1	artist1	武师	M?
40309	1	ranger4	公子侠	M?
40310	1	ranger2	路人侠	M?
40311	1	ranger2	路人侠	M?
40312	1	artist1	武师	M?
40313	1	ranger4	公子侠	M?
